DATE,County Name,TOR_F_SCALE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,BEGIN_TIME,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,CZ_TIMEZONE,SOURCE,,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,BEGIN_LOCATION,END_LOCATION,END_DATE,END_TIME,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
11/9/1962,PALM BEACH CO.,EF1,26.6449,-80.2878,26.7376,-80.3503,2022,0,0,200000,0,EST-5,Emergency Manager,,7.48,150,3,SW,4,N,WELLINGTON,LOXAHATCHEE,9/27/2022,2030,"Tornado began in Wellington just north of Greenbriar Park, causing EF-0 to EF-1 damage in the form of torn roof tiles and many broken tree branches in the Wanderer's Golf Course community. The tornado moved northwest into the Lakefield West and Meadow Wood of the Landings communities, causing minor roof damage before crossing Flying Cow Ranch Road and moving over open land south of Southern Boulevard. ||Damage totals are estimated based on at least 2 dozen homes sustaining roof damage.||The tornado crossed Southern Boulevard near Lion Country Safari Road, causing significant tree damage, then passed just west of Lion Country Safari into Loxahatchee where tree trunks were snapped in the Buck Ridge Trail and Hanover Circle area. |The last reported damage was fence damage at Hanover Circle and Duellant Road.","A tropical depression formed in the central Caribbean Sea on September 23rd, then was upgraded to Tropical Storm Ian at 11 PM on September 23rd. Ian moved westward, then turned northwest on September 25th, passing just west of Jamaica and near the Cayman Islands. Ian became a hurricane on Monday, September 26th south of western Cuba, then moved north and made landfall in Pinar Del Rio Province, Cuba early on Tuesday, September 27th as a Category 3 hurricane with maximum sustained winds of 125 mph. ||Ian moved into the SE Gulf of Mexico around midday on Tuesday, September 27th, then moved over Dry Tortugas as a Category 3 hurricane later that evening. Ian strengthened over the SE Gulf of Mexico as it approached Southwest Florida, becoming a Category 4 hurricane at 7 AM on Wednesday, September 28th with maximum sustained winds of 155 mph and a lowest central pressure of 936 mb. Ian moved N-NE and made landfall in Cayo Costa west of Fort Myers at 3:05 PM on Wednesday, September 28th with maximum sustained winds of 150 mph and minimum central pressure of 940 mb. ||Ian moved NE across the central Florida peninsula during the evening and night of Wednesday, September 28th, finally being downgraded to a tropical storm about 20 miles west of Melbourne at 5 AM Thursday, September 29th. Ian moved off the east coast of Florida just north of Cape Canaveral during the mid-morning hours of Thursday, September 29th. ||Ian produced a catastrophic storm surge across coastal sections of SW Florida on Wednesday, September 28th. Storm surge from surveys was estimated in the 8-11 ft range above MHHW along the Gulf beaches from Naples north to Barefoot Beach, and extending inland about 1 mile. Storm surge of 4-7 ft above MHHW was surveyed in the Naples Bay area and extending north to the Naples Airport area, as well as in North Naples near the Cocohatchee River. Farther south and east along the coast, storm surge values were estimated at 5-7 feet above MHHW in Marco Island and Goodland, and 4-6 ft MHHW in Everglades City and Chokoloskee.||Wind gusts as high as 110 mph were measured in the Naples area at heights well above the standard surface elevation of 33 feet. Sustained winds in the 70-75 mph range likely occurred in NW Collier County as well as far western sections of Hendry and Glades counties. Elsewhere across South Florida, peak winds were generally in the 45-70 mph range. ||A total of 13 reported tornadoes were spawned by Ian on Tuesday, September 27th and early on Wednesday, September 28th as it was approaching the SW Florida coast, the strongest being an EF-2 in the Delray Beach area of Palm Beach County. ||Storm total rainfall amounts from 8 AM on September 26th to 8 AM on September 29th ranged from 4 to 10 inches across southern Florida. The highest rainfall amounts occurred in the day or two leading up to the storm's landfall, with highest values over western metro Broward County in the 8-10 inch range, as well as in parts of the city of Miami.||All of the associated effects of Ian in southern Florida resulted in 10 fatalities, at least 2 injuries, $2.2 billion in property damage, and at least $500,000 in crop damage. The vast majority of the damage was likely caused by the significant to major storm surge in Collier County. Of the 10 deaths, 2 were directly caused by the storm surge in Collier County, and the remaining 8 were indirectly caused by the storm during evacuation, preparation, and clean-up activities. The 13 associated tornadoes resulted in 2 injuries an estimated $2.5 million in property damage.||Six people were injured at South Pointe Pier Park on Miami Beach on September 30th by large waves caused by swells from the back side of Ian.",89
6/3/1963,PALM BEACH CO.,EF1,26.7338,-80.3355,26.7487,-80.3499,2030,0,0,50000,0,EST-5,Trained Spotter,,1.39,100,4,NNE,5,N,LOXAHATCHEE,LOXAHATCHEE,9/27/2022,2036,A brief tornado moved through western sections of Loxahatchee at around the same time that another tornado was occurring in the same general area west of Lion Country Safari. The tornado started near Dellwood Road and produced EF1 tree damage as well as roof damage to a single family home. The last damage point available was along Capet|Creek Court where significant damage to the roof of a stable was observed. Damage amount is estimated.,"A tropical depression formed in the central Caribbean Sea on September 23rd, then was upgraded to Tropical Storm Ian at 11 PM on September 23rd. Ian moved westward, then turned northwest on September 25th, passing just west of Jamaica and near the Cayman Islands. Ian became a hurricane on Monday, September 26th south of western Cuba, then moved north and made landfall in Pinar Del Rio Province, Cuba early on Tuesday, September 27th as a Category 3 hurricane with maximum sustained winds of 125 mph. ||Ian moved into the SE Gulf of Mexico around midday on Tuesday, September 27th, then moved over Dry Tortugas as a Category 3 hurricane later that evening. Ian strengthened over the SE Gulf of Mexico as it approached Southwest Florida, becoming a Category 4 hurricane at 7 AM on Wednesday, September 28th with maximum sustained winds of 155 mph and a lowest central pressure of 936 mb. Ian moved N-NE and made landfall in Cayo Costa west of Fort Myers at 3:05 PM on Wednesday, September 28th with maximum sustained winds of 150 mph and minimum central pressure of 940 mb. ||Ian moved NE across the central Florida peninsula during the evening and night of Wednesday, September 28th, finally being downgraded to a tropical storm about 20 miles west of Melbourne at 5 AM Thursday, September 29th. Ian moved off the east coast of Florida just north of Cape Canaveral during the mid-morning hours of Thursday, September 29th. ||Ian produced a catastrophic storm surge across coastal sections of SW Florida on Wednesday, September 28th. Storm surge from surveys was estimated in the 8-11 ft range above MHHW along the Gulf beaches from Naples north to Barefoot Beach, and extending inland about 1 mile. Storm surge of 4-7 ft above MHHW was surveyed in the Naples Bay area and extending north to the Naples Airport area, as well as in North Naples near the Cocohatchee River. Farther south and east along the coast, storm surge values were estimated at 5-7 feet above MHHW in Marco Island and Goodland, and 4-6 ft MHHW in Everglades City and Chokoloskee.||Wind gusts as high as 110 mph were measured in the Naples area at heights well above the standard surface elevation of 33 feet. Sustained winds in the 70-75 mph range likely occurred in NW Collier County as well as far western sections of Hendry and Glades counties. Elsewhere across South Florida, peak winds were generally in the 45-70 mph range. ||A total of 13 reported tornadoes were spawned by Ian on Tuesday, September 27th and early on Wednesday, September 28th as it was approaching the SW Florida coast, the strongest being an EF-2 in the Delray Beach area of Palm Beach County. ||Storm total rainfall amounts from 8 AM on September 26th to 8 AM on September 29th ranged from 4 to 10 inches across southern Florida. The highest rainfall amounts occurred in the day or two leading up to the storm's landfall, with highest values over western metro Broward County in the 8-10 inch range, as well as in parts of the city of Miami.||All of the associated effects of Ian in southern Florida resulted in 10 fatalities, at least 2 injuries, $2.2 billion in property damage, and at least $500,000 in crop damage. The vast majority of the damage was likely caused by the significant to major storm surge in Collier County. Of the 10 deaths, 2 were directly caused by the storm surge in Collier County, and the remaining 8 were indirectly caused by the storm during evacuation, preparation, and clean-up activities. The 13 associated tornadoes resulted in 2 injuries an estimated $2.5 million in property damage.||Six people were injured at South Pointe Pier Park on Miami Beach on September 30th by large waves caused by swells from the back side of Ian.",90
6/5/1963,PALM BEACH CO.,EF2,26.3705,-80.1054,26.464,-80.1487,1959,0,0,0,0,EST-5,NWS Storm Survey,,6.98,200,2,NW,5,W,BOCA RATON,DELRAY BEACH,9/27/2022,2017,"A strong tornado affected portions of Boca Raton and unincorporated Delray Beach on the evening of September 27th, 2022. The beginning of the identified damage was at the Florida Atlantic University Campus in Boca Raton, where siding was torn off of a |building. Doppler radar showed evidence of strong rotation along the track, however damage reports are unavailable for the remainder of the Boca Raton portion of the track. EF-0 damage was noted at the American Heritage School just south of Linton Blvd where trees were uprooted and fences were damaged. ||The tornado intensified after crossing Linton Blvd and entered the Kings Point community. Considerable damage to condominium buildings, trees, and vehicles was noted. EF-1 and EF-2 damage was common in Kings Point. The roof was completely lifted off of a small two-story building complex, with an adjacent larger two-story building complex having about 25% of its roof lifted. Several palm trees were snapped at the middle, and one of the snapped palm trees crashed into a second story|unit and tore a large hole into the wall. A few cars were flipped and moved, and many large tree branches were snapped at the top of the tree canopies. ||In Kings Point, 2 people were injured in their homes when their roof collapsed. One person was rescued from her bathroom after her roof collapsed. A total of about 30 people were evacuated. ||Just north of the Kings Point community, large tree branches were broken off trees at a Home Depot parking lot at Jog Road and Atlantic Avenue. The tornado continued north of Atlantic Avenue and entered the Villages of Oriole where EF-1 damage was observed to a few homes, mainly in the form of roof uplift and loss of roof covering/shingles. The tornado lifted in the area of Jog Road and N. Oriole Blvd.","A tropical depression formed in the central Caribbean Sea on September 23rd, then was upgraded to Tropical Storm Ian at 11 PM on September 23rd. Ian moved westward, then turned northwest on September 25th, passing just west of Jamaica and near the Cayman Islands. Ian became a hurricane on Monday, September 26th south of western Cuba, then moved north and made landfall in Pinar Del Rio Province, Cuba early on Tuesday, September 27th as a Category 3 hurricane with maximum sustained winds of 125 mph. ||Ian moved into the SE Gulf of Mexico around midday on Tuesday, September 27th, then moved over Dry Tortugas as a Category 3 hurricane later that evening. Ian strengthened over the SE Gulf of Mexico as it approached Southwest Florida, becoming a Category 4 hurricane at 7 AM on Wednesday, September 28th with maximum sustained winds of 155 mph and a lowest central pressure of 936 mb. Ian moved N-NE and made landfall in Cayo Costa west of Fort Myers at 3:05 PM on Wednesday, September 28th with maximum sustained winds of 150 mph and minimum central pressure of 940 mb. ||Ian moved NE across the central Florida peninsula during the evening and night of Wednesday, September 28th, finally being downgraded to a tropical storm about 20 miles west of Melbourne at 5 AM Thursday, September 29th. Ian moved off the east coast of Florida just north of Cape Canaveral during the mid-morning hours of Thursday, September 29th. ||Ian produced a catastrophic storm surge across coastal sections of SW Florida on Wednesday, September 28th. Storm surge from surveys was estimated in the 8-11 ft range above MHHW along the Gulf beaches from Naples north to Barefoot Beach, and extending inland about 1 mile. Storm surge of 4-7 ft above MHHW was surveyed in the Naples Bay area and extending north to the Naples Airport area, as well as in North Naples near the Cocohatchee River. Farther south and east along the coast, storm surge values were estimated at 5-7 feet above MHHW in Marco Island and Goodland, and 4-6 ft MHHW in Everglades City and Chokoloskee.||Wind gusts as high as 110 mph were measured in the Naples area at heights well above the standard surface elevation of 33 feet. Sustained winds in the 70-75 mph range likely occurred in NW Collier County as well as far western sections of Hendry and Glades counties. Elsewhere across South Florida, peak winds were generally in the 45-70 mph range. ||A total of 13 reported tornadoes were spawned by Ian on Tuesday, September 27th and early on Wednesday, September 28th as it was approaching the SW Florida coast, the strongest being an EF-2 in the Delray Beach area of Palm Beach County. ||Storm total rainfall amounts from 8 AM on September 26th to 8 AM on September 29th ranged from 4 to 10 inches across southern Florida. The highest rainfall amounts occurred in the day or two leading up to the storm's landfall, with highest values over western metro Broward County in the 8-10 inch range, as well as in parts of the city of Miami.||All of the associated effects of Ian in southern Florida resulted in 10 fatalities, at least 2 injuries, $2.2 billion in property damage, and at least $500,000 in crop damage. The vast majority of the damage was likely caused by the significant to major storm surge in Collier County. Of the 10 deaths, 2 were directly caused by the storm surge in Collier County, and the remaining 8 were indirectly caused by the storm during evacuation, preparation, and clean-up activities. The 13 associated tornadoes resulted in 2 injuries an estimated $2.5 million in property damage.||Six people were injured at South Pointe Pier Park on Miami Beach on September 30th by large waves caused by swells from the back side of Ian.",88
7/11/1963,BROWARD CO.,EFU,26.26,-80.61,26.3,-80.62,2340,0,0,0,0,EST-5,Official NWS Observations,,2.83,100,22,NW,25,NNW,MIRAMAR,MIRAMAR,9/27/2022,2342,Tornado over the Everglades of NW Broward County was confirmed by doppler radar tornado debris signature.,"A tropical depression formed in the central Caribbean Sea on September 23rd, then was upgraded to Tropical Storm Ian at 11 PM on September 23rd. Ian moved westward, then turned northwest on September 25th, passing just west of Jamaica and near the Cayman Islands. Ian became a hurricane on Monday, September 26th south of western Cuba, then moved north and made landfall in Pinar Del Rio Province, Cuba early on Tuesday, September 27th as a Category 3 hurricane with maximum sustained winds of 125 mph. ||Ian moved into the SE Gulf of Mexico around midday on Tuesday, September 27th, then moved over Dry Tortugas as a Category 3 hurricane later that evening. Ian strengthened over the SE Gulf of Mexico as it approached Southwest Florida, becoming a Category 4 hurricane at 7 AM on Wednesday, September 28th with maximum sustained winds of 155 mph and a lowest central pressure of 936 mb. Ian moved N-NE and made landfall in Cayo Costa west of Fort Myers at 3:05 PM on Wednesday, September 28th with maximum sustained winds of 150 mph and minimum central pressure of 940 mb. ||Ian moved NE across the central Florida peninsula during the evening and night of Wednesday, September 28th, finally being downgraded to a tropical storm about 20 miles west of Melbourne at 5 AM Thursday, September 29th. Ian moved off the east coast of Florida just north of Cape Canaveral during the mid-morning hours of Thursday, September 29th. ||Ian produced a catastrophic storm surge across coastal sections of SW Florida on Wednesday, September 28th. Storm surge from surveys was estimated in the 8-11 ft range above MHHW along the Gulf beaches from Naples north to Barefoot Beach, and extending inland about 1 mile. Storm surge of 4-7 ft above MHHW was surveyed in the Naples Bay area and extending north to the Naples Airport area, as well as in North Naples near the Cocohatchee River. Farther south and east along the coast, storm surge values were estimated at 5-7 feet above MHHW in Marco Island and Goodland, and 4-6 ft MHHW in Everglades City and Chokoloskee.||Wind gusts as high as 110 mph were measured in the Naples area at heights well above the standard surface elevation of 33 feet. Sustained winds in the 70-75 mph range likely occurred in NW Collier County as well as far western sections of Hendry and Glades counties. Elsewhere across South Florida, peak winds were generally in the 45-70 mph range. ||A total of 13 reported tornadoes were spawned by Ian on Tuesday, September 27th and early on Wednesday, September 28th as it was approaching the SW Florida coast, the strongest being an EF-2 in the Delray Beach area of Palm Beach County. ||Storm total rainfall amounts from 8 AM on September 26th to 8 AM on September 29th ranged from 4 to 10 inches across southern Florida. The highest rainfall amounts occurred in the day or two leading up to the storm's landfall, with highest values over western metro Broward County in the 8-10 inch range, as well as in parts of the city of Miami.||All of the associated effects of Ian in southern Florida resulted in 10 fatalities, at least 2 injuries, $2.2 billion in property damage, and at least $500,000 in crop damage. The vast majority of the damage was likely caused by the significant to major storm surge in Collier County. Of the 10 deaths, 2 were directly caused by the storm surge in Collier County, and the remaining 8 were indirectly caused by the storm during evacuation, preparation, and clean-up activities. The 13 associated tornadoes resulted in 2 injuries an estimated $2.5 million in property damage.||Six people were injured at South Pointe Pier Park on Miami Beach on September 30th by large waves caused by swells from the back side of Ian.",91
11/10/1963,MIAMI-DADE CO.,EFU,25.8,-80.72,25.87,-80.75,1448,0,0,0,0,EST-5,Official NWS Observations,,5.18,100,21,WNW,24,W,MIAMI NEW TAMIAMI AR,PENNSUCO,9/27/2022,1458,Tornado over the Everglades of far NW Miami-Dade County was confirmed by doppler radar tornado debris signature.,"A tropical depression formed in the central Caribbean Sea on September 23rd, then was upgraded to Tropical Storm Ian at 11 PM on September 23rd. Ian moved westward, then turned northwest on September 25th, passing just west of Jamaica and near the Cayman Islands. Ian became a hurricane on Monday, September 26th south of western Cuba, then moved north and made landfall in Pinar Del Rio Province, Cuba early on Tuesday, September 27th as a Category 3 hurricane with maximum sustained winds of 125 mph. ||Ian moved into the SE Gulf of Mexico around midday on Tuesday, September 27th, then moved over Dry Tortugas as a Category 3 hurricane later that evening. Ian strengthened over the SE Gulf of Mexico as it approached Southwest Florida, becoming a Category 4 hurricane at 7 AM on Wednesday, September 28th with maximum sustained winds of 155 mph and a lowest central pressure of 936 mb. Ian moved N-NE and made landfall in Cayo Costa west of Fort Myers at 3:05 PM on Wednesday, September 28th with maximum sustained winds of 150 mph and minimum central pressure of 940 mb. ||Ian moved NE across the central Florida peninsula during the evening and night of Wednesday, September 28th, finally being downgraded to a tropical storm about 20 miles west of Melbourne at 5 AM Thursday, September 29th. Ian moved off the east coast of Florida just north of Cape Canaveral during the mid-morning hours of Thursday, September 29th. ||Ian produced a catastrophic storm surge across coastal sections of SW Florida on Wednesday, September 28th. Storm surge from surveys was estimated in the 8-11 ft range above MHHW along the Gulf beaches from Naples north to Barefoot Beach, and extending inland about 1 mile. Storm surge of 4-7 ft above MHHW was surveyed in the Naples Bay area and extending north to the Naples Airport area, as well as in North Naples near the Cocohatchee River. Farther south and east along the coast, storm surge values were estimated at 5-7 feet above MHHW in Marco Island and Goodland, and 4-6 ft MHHW in Everglades City and Chokoloskee.||Wind gusts as high as 110 mph were measured in the Naples area at heights well above the standard surface elevation of 33 feet. Sustained winds in the 70-75 mph range likely occurred in NW Collier County as well as far western sections of Hendry and Glades counties. Elsewhere across South Florida, peak winds were generally in the 45-70 mph range. ||A total of 13 reported tornadoes were spawned by Ian on Tuesday, September 27th and early on Wednesday, September 28th as it was approaching the SW Florida coast, the strongest being an EF-2 in the Delray Beach area of Palm Beach County. ||Storm total rainfall amounts from 8 AM on September 26th to 8 AM on September 29th ranged from 4 to 10 inches across southern Florida. The highest rainfall amounts occurred in the day or two leading up to the storm's landfall, with highest values over western metro Broward County in the 8-10 inch range, as well as in parts of the city of Miami.||All of the associated effects of Ian in southern Florida resulted in 10 fatalities, at least 2 injuries, $2.2 billion in property damage, and at least $500,000 in crop damage. The vast majority of the damage was likely caused by the significant to major storm surge in Collier County. Of the 10 deaths, 2 were directly caused by the storm surge in Collier County, and the remaining 8 were indirectly caused by the storm during evacuation, preparation, and clean-up activities. The 13 associated tornadoes resulted in 2 injuries an estimated $2.5 million in property damage.||Six people were injured at South Pointe Pier Park on Miami Beach on September 30th by large waves caused by swells from the back side of Ian.",83
7/31/1964,PALM BEACH CO.,EF0,26.8307,-80.1042,26.823,-80.1067,1623,0,0,153000,0,EST-5,NWS Storm Survey,,0.55,100,3,NW,3,NW,PALM BEACH GARDENS,PALM BEACH GARDENS,4/6/2022,1631,"A tornado developed from a south-moving thunderstorm over northern Palm Beach County. The tornado touched down in the area of Burns Road in Palm Beach Gardens, producing roof, awning, and fence damage to an apartment complex and adjacent community center. There was substantial damage at the community center to light poles, fences, bleachers, pool equipment, and playground equipment. The tornado then passed over the property of Palm Beach Gardens High School where a wind gust of 78 mph was recorded. Damage at the school was primarily to trees and fences. The tornado continued to produce tree damage along Military Trail until lifting near the St. Ignatius Loyola Cathedral south of Holly Drive.||It was determined to be a high-end EF-0 with maximum winds estimated around 85 mph. Damage amounts were provided by Palm Beach Gardens PD and emergency management officials.",A warm and moist SW wind flow across the South Florida led to the formation of thunderstorms across Palm Beach County during the afternoon hours of April 6th. One of these thunderstorms produced a tornado in Palm Beach Gardens. Lightning from these storms triggered a brush fire near PGA Boulevard and the Florida Turnpike.,82
8/13/1964,COLLIER CO.,EF0,26.02,-81.767,26.16,-81.59,907,0,0,20000,0,EST-5,NWS Storm Survey,,15,75,4,NNW,5,E,MARCO,GOLDEN GATE,1/16/2022,934,"Video from the public at Isle of Capri shared via social media captured the tornado as a waterspout before it came ashore. Surveyed tornado damage was found in the Victoria Falls neighborhood west of Collier Blvd and south of Tamiami Trail. A total of 20 homes sustained at least minor damage. Several uprooted trees, broken large branches, and at least two homes with tarps on roofs indicative of roof damage were observed in this neighborhood. ||Tornado damage was also observed north of Tamiami Trail in Lely Resort. Here, the surveyed damage was mainly in the form of a few uprooted small trees, one uprooted palm tree, and broken large tree branches. The tops of a few palm trees were partially sheared off at the crown with only a few fronds remaining as well. A street sign was knocked over on Palmer Ct in Lely Resort. ||As the cell moved to the northeast, the tornado eventually crossed Interstate 75 near mile marker 96 where it blew over a semi-tractor trailer, injuring the driver, according to the Florida Highway Patrol. Estimated peak wind of 85 mph - high-end EF-0.","An area of low pressure moving across the SE United States dragged its associated cold front across the FL peninsula, bringing severe thunderstorms to the region. A band of thunderstorms moved through the area, with strong winds aloft providing the necessary ingredients for a few waterspouts/tornadoes as well as strong and gusty straight line winds.",80
8/28/1964,COLLIER CO.,EF0,25.86,-81.41,25.91,-81.34,1053,0,0,0,0,EST-5,NWS Storm Survey,,5.5,75,2,WNW,3,WNW,EVERGLADES CITY,OCHOPEE,1/16/2022,1101,Members of the public shared video of the tornadoes it passed near Everglades City after coming ashore. The survey observed a leaning power pole along Tamiami Trail just east of the intersection with State Road 29. The damage was tornadic in nature and matches with radar velocity/reflectivity at the time as a strong circulation passed over. Estimated peak wind of 85 mph.,"An area of low pressure moving across the SE United States dragged its associated cold front across the FL peninsula, bringing severe thunderstorms to the region. A band of thunderstorms moved through the area, with strong winds aloft providing the necessary ingredients for a few waterspouts/tornadoes as well as strong and gusty straight line winds.",81
10/14/1964,MIAMI-DADE CO.,EF0,25.967,-80.1187,25.9746,-80.1188,1320,0,0,0,0,EST-5,NWS Storm Survey,,0.5,160,1,N,2,N,GOLDEN BEACH,GOLDEN BEACH,8/19/2020,1323,"A landfalling waterspout produced from a thunderstorm moved briefly onshore in Golden Beach as a tornado for approximately 3 minutes before lifting right before the Broward County line. The tornado moved northward at approximately 10 mph along the ocean side of Ocean Boulevard/Highway A1A from the 400 block of Ocean Boulevard to |near County Line Road. Damage consisted primarily of numerous broken/snapped tree branches, including to a large Sea Grape tree, a couple of newly-planted trees toppled, several damaged/twisted metal gates, and tossed lawn/patio furniture. Some of the debris ended up in the adjacent Atlantic Ocean. Most of the damage was confined to ocean-facing homes and properties. One home had water blown in through a set of sliding glass doors due to the force of the wind.||This damage is mainly consistent with EF-0 intensity, although one or two spots could have experienced winds close to the EF-1 threshold (80-85 mph). ||Thankfully, no injuries were reported.","A robust, stationary trough over the Gulf of Mexico kept deep, south/southwest flow and rich tropical moisture over South Florida. Several short waves rotating |around the base of the trough enhanced the showers and |thunderstorms that produced a tornado over the Golden Beach area in Miami-Dade from a waterspouts and flooding from heavy rainfall.",79
10/14/1964,PALM BEACH CO.,EF0,26.71,-80.15,26.71,-80.15,1745,0,0,0,0,EST-5,Broadcast Media,,0.25,25,2,N,2,N,(PBI)PALM BEACH ARPT,(PBI)PALM BEACH ARPT,7/14/2020,1748,"Broadcast media relayed reports of an EF0 landspout tornado produced by a thunderstorm outflow boundary collision near Haverhill, FL. The landspout persisted for a few minutes. No damage reported.","Scattered showers and thunderstorms developed along the sea breeze in the late afternoon over the interior and pushed towards the East Coast due to prevailing southerly/southwesterly flow. As these storms developed in the interior during peak heating hours, they produced a landspout.",78
10/14/1964,MIAMI-DADE CO.,EF1,25.5742,-80.4518,25.6189,-80.5114,30,0,0,0,0,EST-5,NWS Storm Survey,,4.83,40,1,ENE,4,NW,ALADDIN CITY,ALADDIN CITY,5/25/2020,43,"NWS storm survey team found damage consistent with an EF-1 tornado that developed around the Miami Everglades RV Resort and moved discontinuously northwest to near SW 197th Avenue and SW 156th Street. Several campers were tipped over at the Miami Everglades RV Resort, consistent with stronger winds around 90 mph per radar-based statistical model. The majority of the remaining damage was limited to trees and fencing starting east of Krome Avenue around SW 192nd Street.","Upper-level troughing remained prominent across the Gulf of Mexico with a speed max extending east-northeast from the Bay of Campeche into the northwest Caribbean Sea. A decaying Mesoscale Convective Vortex (MCV) was lifting north through the Atlantic waters while surface troughing extended from the southern Florida Peninsula southwest into the southern Gulf of Mexico. Given the diffluent pattern aloft, subtle vorticity perturbations, the remnant MCV, and the surface trough, plentiful sources for lift were evident across South Florida that allowed for the development of scattered to numerous showers and thunderstorms. Additionally, plenty of moisture was distributed areawide with rainfall rates exceeding 2 inches per hour. Abundant moisture along with preceding heavy rainfall and antecedent conditions led to widespread flooding across Miami-Dade and Broward counties. Furthermore, increasing low-level shear behind the MCV whipped up a brief tornado in Miami-Dade County and a funnel cloud in Broward County.",77
10/14/1964,PALM BEACH CO.,EF0,26.6774,-80.6739,26.6774,-80.6739,1345,0,0,0,0,EST-5,Law Enforcement,,0.25,25,0,SW,0,SW,BELLE GLADE,BELLE GLADE,5/21/2020,1400,The Palm Beach Sheriffs Office and multiple trained spotters reported that a landspout tornado occurred in an open field near 800 S. Main Street in Belle Glade. No damage was noted.,"A rex block characterized by a deep upper-level low across the Tennessee Valley Region and an upper-level high across the Great Lakes Region gave way to an upper-level cold pocket across the southeastern portions of the United states. Simultaneously, a mid-level vorticity lobe rotated across the region which also aided in an increase of convection, especially due to the combination of lingering boundaries and sea breeze formation. Forecast soundings also showed an inverted V as well as favorable DCAPE values, which were supportive for a few damaging wind gusts with the taller, more robust, updrafts contained hail. Furthermore, tornado potential increased with favorable low level winds and shear across land. Finally, with an overall weaker flow aloft and PWATs approaching the 2 inch mark, some localized flooding occurred.",76
10/14/1964,PALM BEACH CO.,EF0,26.5576,-80.0616,26.5685,-80.0581,2153,0,0,0,0,EST-5,NWS Storm Survey,,0.83,75,1,SW,1,WSW,HYPOLUXO,HYPOLUXO,4/17/2020,2155,"NWS storm survey team found damage consistent with an EF-0 tornado in the San Castle neighborhood in Palm Beach County. This area is east of I-95 tucked right between the Boynton Beach and Hypoluxo city limits. Track began near Miner Road and Summit Road, and tracked N-NE between Summit and Grove Road, with the heaviest damage along Brown Road. The track then shifted east of Summit Road from Wilkinson Road to Overlook Road where it lifted near Monroe Boulevard. ||Damage consisted of multiple downed tree limbs and minor damage to home roofs and fences.","A warm front moving north across South Florida, along with a warm and moist local atmosphere, provided support for the development of thunderstorms. Several outflow boundary collisions from nearby storms helped to produce a short-lived tornado in Palm Beach County.",75
10/14/1964,PALM BEACH CO.,EF0,26.6892,-80.1264,26.6878,-80.1258,1449,0,0,0,0,EST-5,NWS Storm Survey,,0.1,5,1,NNW,1,NNW,HAVERHILL,HAVERHILL,7/25/2019,1452,An NWS storm survey team found tree damage consistent with a weak Ef-0 tornado in the Haverhill area including Haverhill park along Club road. Damage consisted of downed tree limbs and a broken mail box.,"Deep tropical moisture with light wind flow across the region. A stalled front across north central Florida and a mid-upper level shortwave moving through the region with cold temperatures aloft. 500 mb temperatures were around -8C, this allowed for some robust convection to be able to develop across the east coast metro. Storms produced hail across Miami-Dade and a brief tornado in Palm Beach County.",74
10/14/1964,PALM BEACH CO.,EF0,26.7476,-80.352,26.7479,-80.3516,1550,0,0,0,0,EST-5,NWS Storm Survey,,0.03,20,5,N,5,N,LOXAHATCHEE,LOXAHATCHEE,5/3/2019,1551,"NWS Damage Survey confirmed a short-lived EF-0 tornado that damaged a horse stable roof, nearby fencing, and trees on the afternoon of May 3rd, 2019 in the Loxahatchee area of inland Palm Beach County.",A trough of low pressure over Central Florida with a mid-level shortwave was moving over the Florida Peninsula. Ample moisture across the region with southwesterly wind flow allowed for showers and thunderstorms to develop. Cold temperatures aloft and convective instability allowed some of the stronger thunderstorms to become severe. Storms in Palm Beach County produced a funnel cloud and a tornado. Lightning in Miami-Dade caused a house fire.,73
