DATE,County Name,MAGNITUDE (Knots),Converted to MPH,BEGIN_LOCATION,BEGIN_TIME,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,
6/8/2007,COLLIER CO.,61,70.19758,GOLDEN GATE,1416,0,0,1000,0,EST-5,EG,6316,C,21,MFL,0,0,Public,,,,9,ENE,9,ENE,GOLDEN GATE,1416,26.23,-81.54,26.23,-81.54,Strong winds blew down a 150-foot section of a fence in North Blocks of Golden Gate.,Thunderstorms formed along sea breeze boundaries across most of South Florida during the afternoon on June 8th. One severe storm was observed over Collier County and strong storms also moved across Miami-Dade County.,
5/16/2024,COLLIER CO.,61,70.19758,IMMOKALEE,1245,0,0,3000,0,EST-5,EG,191900,C,21,MFL,0,0,NWS Storm Survey,,,,0,SW,0,SSW,IMMOKALEE,1245,26.4159,-81.4265,26.417,-81.421,"A survey crew found wind damage consistent with a downburst of up to 70 mph / 61 knots after a severe thunderstorm went through Immokalee. The straight-line wind damage started just west of 9th Street and went between Main and Colorado until about 4th St. Several medium to large tree limbs were broken, with power lines and poles knocked down, and tents blown over.","A frontal boundary situated over Central Florida brought a warm and moist airmass over South Florida, which combined with ample lift from mid-level troughing to develop scattered showers and thunderstorms over the area during the afternoon and evening.",
6/7/2007,GLADES CO.,61,70.19758,GOODNO,1650,0,0,1000,0,EST-5,EG,6312,C,43,MFL,0,0,Emergency Manager,,,,7,W,7,W,GOODNO,1650,26.77,-81.45,26.77,-81.45,Strong winds damaged several dog pens just north of the Hendry County line. One animal was reported to be missing.,Sea breeze initiated thunderstorms developed during the afternoon hours of June 7th. One of these storms produced a brief tornado just south of LaBelle.||Thunderstorms across Hendry and Glades Counties caused 5200 customers to lose power in Hendry County and an additional 1500 customers in Glades County.,
6/13/2007,GLADES CO.,61,70.19758,MOORE HAVEN,1850,0,0,20000,0,EST-5,EG,6326,C,43,MFL,0,0,Law Enforcement,,,,1,S,1,S,MOORE HAVEN,1850,26.8122,-81.08,26.8122,-81.08,Strong winds caused some damage to mobile home carports and roofs along Azalea Avenue at Bowden's sub-division just south of Moore Haven. Several power lines were also downed near a sugarcane field. Area affected was roughly a half mile wide.||Damage survey done by Glades County Emergency Management after initial report by law enforcement.,Severe thunderstorms affected South Florida for the second day in a row due to the interaction of a weak surface trough across Central Florida and a mid to upper level trough over that same area.,
5/18/2012,HENDRY CO.,61,70.19758,HARLEM,1535,0,0,5000,0,EST-5,EG,64305,C,51,MFL,0,0,Emergency Manager,,,,2,E,2,ENE,HARLEM,1538,26.7339,-80.8933,26.7377,-80.8864,The Emergency Manager for Hendry County reported a severe thunderstorm snapped several trees and downed at least 6 powerline poles near the intersection of old U.S. Highway 27 and Hookers Point Road east of Clewiston.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
6/20/1997,MIAMI-DADE CO.,61,70.19758,(MIA)MIAMI INTL,1550,0,0,0,0,EST,,2071461,C,86,MFL,0,0,,,,,,,,,(MIA)MIAMI INTL,1550,25.8,-80.28,25.8,-80.28,reported by tower personnel at west end of mia.,,
12/27/1997,MIAMI-DADE CO.,61,70.19758,HOMESTEAD AFB,1647,0,0,0,0,EST,,2070705,C,86,MFL,0,0,,,,,,,,,HOMESTEAD AFB,1647,25.48,-80.38,25.48,-80.38,,,
2/2/1998,MIAMI-DADE CO.,61,70.19758,CUTLER RIDGE,2015,0,0,0,0,EST,,2073406,C,86,MFL,0,0,,,,,,,,,CUTLER RIDGE,2020,25.58,-80.33,25.58,-80.33,,"...a developing low pressure over the north gulf of mexico resulted in a tightening pressure gradient over south florida and adjacent waters. Southeast winds sustained at gale force with higher gusts occurred through most of 02/02/98. A pre-frontal trough of low pressure developed over the southeastern gulf of mexico early 02/02/98. This resulted in a highly unstable airmass which was lifted by strong mid and upper level jets by late afternoon. Tornado and severe thunderstorm producing storms moved through the florida keys between 1530
 
 And 1930 est. The thunderstorms moved over south florida between 1930 and 2130 est. The culmination of gail force winds...several severe thunderstorms and two tornadoes resulted in widespread damage in the florida keys. Trees...power lines and light poles were down most locations south of key largo. Some minor coastal flooding occurred. Boats were capsized and docks were damaged. A support buoy for an underwater lab was dislodged and drifted ashore. Fema reported one house completely destroyed and 23 homes damaged. Several businesses were damaged. Extensive damage occurred to the fishing industry primarilly loss of lobster traps.",
5/15/2006,MIAMI-DADE CO.,61,70.19758,(OPF)OPA LOCKA ARPT,1419,0,0,0,0,EST,EG,1209241,C,86,MFL,0,0,AWOS,ASOS,MESONET,ETC,,,,,,,(OPF)OPA LOCKA ARPT,########,1419,25.68333,-80.5167,25.68333,Measured at Opa-Locka Airport (KOPF) ASOS.
5/6/2007,MIAMI-DADE CO.,61,70.19758,SWEET WATER,1925,0,0,0,0,EST-5,EG,5855,C,86,MFL,0,0,Law Enforcement,,,,25,W,25,W,SWEET WATER,1925,25.77,-80.7713,25.77,-80.7713,Several wood power poles were blown down near the Miccosukee School in the Miccosukee Indian Reservation along Tamiami Trail 20 miles west of Krome Avenue.,"Severe thunderstorms developed ahead of a late-season cold front and swept across large parts of South Florida during the evening hours of May 6th. The thunderstorms produced large hail, damaging winds and tornadoes.",
6/23/2009,MIAMI-DADE CO.,61,70.19758,GOLDEN BEACH,1511,0,0,0,0,EST-5,EG,30886,C,86,MFL,0,0,Public,,,,1,WNW,1,WNW,GOLDEN BEACH,1511,25.96,-80.14,25.96,-80.14,Large oak tree toppled at Country Club Drive and NE 199 Street in Aventura.,A second mid/upper level trough moved down the Florida peninsula during the afternoon hours of June 23. This triggered a second round of severe and damaging thunderstorms over much of south Florida.,
2/12/2010,MIAMI-DADE CO.,61,70.19758,CORAL WAY VLG,1820,0,0,0,0,EST-5,EG,37194,C,86,MFL,0,0,Public,,,,1,NW,1,NW,CORAL WAY VLG,1820,25.76,-80.31,25.76,-80.31,Winds estimated at 65 to 70 mph.,A squall line ahead of a cold front moved rapidly east through South Florida during the late afternoon and early evening of February 12th.,
3/10/2011,MIAMI-DADE CO.,61,70.19758,MEDLEY,1203,0,0,5000,0,EST-5,MG,49884,C,86,MFL,0,0,Public,,,,2,WSW,2,WSW,MEDLEY,1203,25.8191,-80.3441,25.8191,-80.3441,"Wind gust of 70 mph measured near NW 87 Avenue and NW 12 Street in Doral. The squall line passed through the Doral Golf and Country Club, disrupting the WGC-Cadillac Championship golf tournament. Two TV transmission towers were toppled by the high winds, as well as a scoreboard, tents and 17 small trees.","A pre-frontal squall line moved across South Florida during the late morning and midday hours, causing strong wind gusts and minor wind damage along with small hail. A total of 25,000 customers lost power in Miami-Dade, Broward and Palm Beach counties as a result of the storms.",
5/18/2012,MIAMI-DADE CO.,61,70.19758,HIALEAH GARDENS,1315,0,0,0,0,EST-5,EG,64305,C,86,MFL,0,0,Public,,,,3,WSW,3,WSW,HIALEAH GARDENS,1315,25.8263,-80.3703,25.8263,-80.3703,A member of the public estimated wind gusts up to 70 mph near the intersection of NW 58th Street and NW 107th Avenue in Doral.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
5/18/2012,MIAMI-DADE CO.,61,70.19758,HIALEAH GARDENS,1315,0,0,3000,0,EST-5,EG,64305,C,86,MFL,0,0,Broadcast Media,,,,3,WSW,2,S,PENNSUCO,1315,25.833,-80.3768,25.8464,-80.3751,Trees were down and window screens blown out in Balmoral Estates and Doral Isles in Doral. Winds were estimated 60 to 70 mph.,A strong upper level trough of low pressure moved across South Florida and produced numerous strong to severe thunderstorms during the afternoon.,
2/12/2014,MIAMI-DADE CO.,61,70.19758,(OPF)OPA LOCKA ARPT,1639,0,0,0,0,EST-5,MG,82270,C,86,MFL,0,0,Mesonet,,,,0,NNE,0,NNE,(OPF)OPA LOCKA ARPT,1639,25.9066,-80.2768,25.9066,-80.2768,"The Miami-Dade Fire Rescue at Opa-Locka Executive Airport reported a thunderstorm wind gust of 61 knots, or 70 mph.",An upper level trough of low pressure and its associated strong cold front moved across South Florida causing an isolated severe thunderstorm to develop over northeast Miami-Dade County and move into southern Broward County.,
1/23/2017,MIAMI-DADE CO.,61,70.19758,MIAMI SHRS,355,0,0,0,0,EST-5,EG,112797,C,86,MFL,0,0,Social Media,,,,1,NNW,1,NNW,MIAMI SHRS,355,25.8831,-80.2066,25.8831,-80.2066,Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter.,"A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida.",
2/4/2024,MIAMI-DADE CO.,61,70.19758,MIAMI NEW TAMIAMI AR,1047,0,0,20000,0,EST-5,EG,188850,C,86,MFL,0,0,NWS Storm Survey,,,,3,WNW,0,NE,CORAL WAY VLG,1109,25.667,-80.481,25.754,-80.295,"A NWS Storm Survey found a swath of straight-line wind damage that began with an overturned semi-tractor trailer near Krome Avenue and SW 104th Street and cut through several areas of The Hammocks, Kendall Lakes, Westchester, and West Miami. There was vegetation damage, which included medium to large downed branches and snapped trees. Wind damage indicated gusts reached an estimated 60 to 70 mph. Time was estimated from radar imagery.","Due to the combination of a surface low and mid-level impulses, there was development of widespread showers and thunderstorms across South Florida on February 4th, 2024. The first wave of activity moved from southwest Florida into southeast Florida by the late morning hours. With impressive wind shear and sufficient instability, there was a supportive atmosphere for strong to severe thunderstorms. This led to line activity, which produced damaging straight line winds and heavy rainfall.",
5/13/1965,PALM BEACH CO.,61,70.19758,,1336,0,0,0,0,CST,,,C,99,,0,0,,,0,0,0,,0,,,1336,26.7,-80.08,,,,,
9/17/1976,PALM BEACH CO.,61,70.19758,,1300,0,0,0,0,CST,,,C,99,,0,0,,,0,0,0,,0,,,1300,26.68,-80.67,,,,,
5/26/1985,PALM BEACH CO.,61,70.19758,,1328,0,0,0,0,CST,,,C,99,R,0,0,,,0,0,0,,0,,,1328,26.58,-80.05,,,,,
2/26/2008,PALM BEACH CO.,61,70.19758,LAKE PARK ARPT,1445,0,1,5000,0,EST-5,EG,14668,C,99,MFL,0,0,Public,,,,11,NW,11,NW,LAKE PARK ARPT,1445,26.9127,-80.3039,26.9127,-80.3039,"Thunderstorm winds produced damage at the Moroso Motor Sports Park on BeeLine Highway in North Central Palm Beach County. An awning was blown off a trailer, and a man was injured when a 400-500 pound water barrel struck him. Damage was also done to a truck on site.",Thunderstorms developed ahead of a strong cold front and produced very strong winds in northern Palm Beach County.,
8/7/2011,PALM BEACH CO.,61,70.19758,DELRAY BEACH,1515,0,0,0,0,EST-5,EG,56846,C,99,MFL,0,0,Public,,,,6,WNW,6,WNW,DELRAY BEACH,1515,26.5133,-80.1477,26.5133,-80.1477,Excessive lightning and wind gusts up to 70 MPH were reported by the public with a passing storm.,Deep southwest flow behind Tropical Storm Emily focused showers and thunderstorms over the east coast areas.,
2/16/2016,PALM BEACH CO.,61,70.19758,GLEN RIDGE,653,0,0,0,0,EST-5,EG,102823,C,99,MFL,0,0,Broadcast Media,,,,0,E,0,E,GLEN RIDGE,653,26.7297,-80.0671,26.7297,-80.0671,Large branches down around Roosevelt Elementary School. Radar estimated winds of 60 to 70 mph in the area at time of event.,"A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of February 16th. The line produced straight line wind damage near Naples as it moved onshore, along with tornadoes in Glades and Collier counties. Three additional tornadoes developed across the east coast metro in Broward and Miami-Dade counties, as the squall line interacted with the southeasterly flow along the coast. In addition to the tornadoes, straight line wind gusts of 60 to 70 mph were reported across eastern Palm Beach and Broward counties, producing damage in Fort Lauderdale, West Palm Beach, Pembroke Pines, and Miramar. Small hail was also reported in Davie and Sunrise with a tornadic storm.",
4/11/2021,PALM BEACH CO.,61,70.19758,(PBI)PALM BEACH ARPT,1415,0,0,15000,0,EST-5,EG,157115,C,99,MFL,0,0,Utility Company,,,,0,N,0,N,(PBI)PALM BEACH ARPT,1415,26.6818,-80.1496,26.6818,-80.1496,"Videos sent by FPL contractors show damage to a building located off of Southern Blvd in Palm Beach County, just west of PBIA. Damage consisted of roof and the side panels being blown away. This damage is a result of downburst winds estimated to be around 70- 75 mph range (60 to 65 knots) and not tornadic.","A shortwave trough moving over the eastern Gulf of Mexico developed a mesoscale convective complex that moved through South Florida. Environmental parameters were favorable for the development of strong to severe storms, which produced hail and damaging winds across the east coast metro areas of South Florida.||A total of 63,147 customers lost power during this event. Following is the breakdown by county: Palm Beach 33,136, Broward 11,572, Miami-Dade 18,439.",
6/18/1959,BROWARD CO.,60,69.0468,,930,0,0,0,0,CST,,,C,11,,0,0,,,0,0,0,,0,,,930,26.1,-80.18,,,,,
5/30/1975,BROWARD CO.,60,69.0468,,1220,0,0,0,0,CST,,,C,11,,0,0,,,0,0,0,,0,,,1220,26.13,-80.13,,,,,
6/23/1976,BROWARD CO.,60,69.0468,,1830,0,0,0,0,CST,,,C,11,,0,0,,,0,0,0,,0,,,1830,26.2,-80.17,,,,,
7/10/1985,BROWARD CO.,60,69.0468,,1225,0,0,0,0,CST,,,C,11,R,0,0,,,0,0,0,,0,,,1225,26.02,-80.15,,,,,
4/15/1987,BROWARD CO.,60,69.0468,,1130,0,2,0,0,CST,,,C,11,MIA,0,0,,,0,0,0,,0,,,1130,26.13,-80.5,,,,,
8/1/1993,BROWARD CO.,60,69.0468,Fort Lauderdale,1635,0,0,500000,0,EST,,,C,11,,0,0,,,0,0,0,,0,,,1635,,,,,Strong downburst wind gusts to 69 mph struck Fort Lauderdale Executive Airport flipping one small plane and damaging several hangers.,,
6/22/1994,BROWARD CO.,60,69.0468,Hollywood,1518,0,0,0,0,EST,,,C,11,,0,0,,,0,0,0,,0,,,1518,,,,,SKYWARN spotter reported wind gust of 68 mph. A lightning initiated fire damaged a vacant house.,,
8/23/1994,BROWARD CO.,60,69.0468,Coral Springs,1541,0,0,0,0,EST,,,C,11,,0,0,,,0,0,0,,0,,,1541,,,,,Severe thunderstorms produced wind gusts of 60 to 70 mph which blew down trees in Coral Springs. Nickel-size hail and wind gust of 70 mph were reported by a SKYWARN spotter in Miramar.,,
2/2/1998,BROWARD CO.,60,69.0468,HOLLYWOOD,2000,0,0,0,0,EST,,2073409,C,11,MFL,0,0,,,,,,,,,DAVIE,2000,26.02,-80.15,26.07,-80.23,Widespread reports of downed trees and power lines. street flooding primarily in hollywood.,,
2/28/1998,BROWARD CO.,60,69.0468,POMPANO BEACH,1525,0,0,0,0,EST,,2073403,C,11,MFL,0,0,,,,,,,,,POMPANO BEACH,1535,26.23,-80.12,26.23,-80.12,Tree fell on car. Some roof damage.,,
6/30/1998,BROWARD CO.,60,69.0468,DAVIE,1515,0,0,0,0,EST,,2081368,C,11,MFL,0,0,,,,,,,,,FT LAUDERDALE,1600,26.07,-80.23,26.13,-80.13,Wind damage first thought to be a tornado at 3400 block of SW 18th St. Trees and powerlines downed. Pea-sized hail along storm path. Wing gust 43 knots measured at Fort Lauderdale International Airport a couple miles east of storm cell.,,
4/28/1999,BROWARD CO.,60,69.0468,MIRAMAR,1440,0,0,0,0,EST,,1500833,C,11,MFL,0,0,TRAINED SPOTTER,,,,,,,,MIRAMAR,1440,25.87,-80.35,25.87,-80.35,,Thunderstorm winds toppled trees and dropped golf ball-size hail in the west portions of Miramar.,
4/28/1999,BROWARD CO.,60,69.0468,FT LAUDERDALE,1548,0,0,0,0,EST,,1500361,C,11,MFL,0,0,GENERAL PUBLIC,,,,,,,,FT LAUDERDALE,1548,26.13,-80.13,26.13,-80.13,,A tree was blown down.,
5/13/1999,BROWARD CO.,60,69.0468,NORTH LAUDERDALE,1850,0,0,10000,0,EST,,2404912,C,11,MFL,0,0,LAW ENFORCEMENT,,,,,,,,NORTH LAUDERDALE,1850,26.2,-80.17,26.2,-80.17,,SKYWARN spotter reported dime-size hail and police reported trees and power lines down.,
8/20/1999,BROWARD CO.,60,69.0468,PEMBROKE PINES,1255,0,0,10000,0,EST,,2412126,C,11,MFL,0,0,NEWSPAPER,,,,,,,,PEMBROKE PINES,1255,26.05,-80.17,26.05,-80.17,,Thunderstorm wind gusts tore the roof from a patio and damaged a screened pool enclosure.,
8/6/2000,BROWARD CO.,60,69.0468,DAVIE,1420,0,0,5000,0,EST,E,1099576,C,11,MFL,0,0,BROADCAST MEDIA,,,,,,,,DAVIE,1420,26.06667,-80.2333,26.06667,-80.2333,,A thunderstorm downburst tore a screened patio and a portion of a roof off of a mobile home.,
3/19/2001,BROWARD CO.,60,69.0468,DAVIE,1620,0,0,0,0,EST,E,1111768,C,11,MFL,0,0,GENERAL PUBLIC,,,,,,,,DAVIE,1620,26.06667,-80.2333,26.06667,-80.2333,,Severe thunderstorm wind gusts near 70 mph blew down large tree limbs and uprooted trees. A person videotaped a funnel cloud.,
3/19/2001,BROWARD CO.,60,69.0468,DAVIE,1730,0,0,5000,0,EST,E,1111771,C,11,MFL,0,0,NWS EMPLOYEE(OFF DUTY),,,,,,,,DAVIE,1730,26.06667,-80.2333,26.06667,-80.2333,Trees and power lines were blown down.,,
5/25/2003,BROWARD CO.,60,69.0468,CORAL SPGS,1800,0,0,0,0,EST,EG,1149735,C,11,MFL,0,0,TRAINED SPOTTER,,,,,,,,CORAL SPGS,1800,26.26667,-80.2167,26.26667,-80.2167,A one foot diameter tree was snapped by a severe thunderstorm wind.,,
8/9/2003,BROWARD CO.,60,69.0468,DAVIE,1755,0,0,20000,0,EST,EG,1160072,C,11,MFL,0,0,GENERAL PUBLIC,,,,,,,,DAVIE,1755,26.06667,-80.2333,26.06667,-80.2333,A large tree was blown down and a fence was damaged.,,
8/9/2003,BROWARD CO.,60,69.0468,PLANTATION,1907,0,0,0,0,EST,EG,1160074,C,11,MFL,0,0,LAW ENFORCEMENT,,,,,,,,PLANTATION,1907,26.08333,-80.2,26.08333,-80.2,Power lines blew down forcing closure of the Sawgrass Expressway near Commercial Blvd.,,
6/7/2004,BROWARD CO.,60,69.0468,PEMBROKE PINES,1400,0,0,0,0,EST,EG,1173481,C,11,MFL,0,0,GENERAL PUBLIC,,,,1,N,1,N,PEMBROKE PINES,1400,26.07,-80.1667,26.07,-80.1667,,"A severe thunderstorm blew down trees, dropped one inch hail and produced a funnel cloud in Southwest Ranches.",
6/22/2004,BROWARD CO.,60,69.0468,DANIA,1330,0,0,10000,0,EST,EG,1173485,C,11,MFL,0,0,BROADCAST MEDIA,,,,,,,,DANIA,1330,26.01667,-80.15,26.01667,-80.15,The roof of a mobile home was damaged and large tree limbs were blown down.,,
8/13/2004,BROWARD CO.,60,69.0468,OAKLAND PARK,144,0,0,10000,0,EST,EG,1175942,C,11,MFL,0,0,TRAINED SPOTTER,,,,,,,,OAKLAND PARK,144,25.86667,-80.2,25.86667,-80.2,,"The outermost rainband of Hurricane Charley swept from south to north across south Florida. Trees and power lines were blown down knocking out power to 35,000 customers. The wind damaged a carport and a steel gazebo was destroyed.",
5/26/2005,BROWARD CO.,60,69.0468,FT LAUDERDALE,1503,0,0,20000,0,EST,EG,1189173,C,11,MFL,0,0,TRAINED SPOTTER,,,,2,E,2,E,FT LAUDERDALE,1503,26.13333,-80.1,26.13333,-80.1,,"A SKYWARN spotter reported a thunderstorm downburst and large hail which uprooted several small trees, blew over two fences and power line, blew out a car window and damaged the roof of a hotel.",
7/29/2005,BROWARD CO.,60,69.0468,PLANTATION,1321,0,0,5000,0,EST,EG,1190969,C,11,MFL,0,0,GENERAL PUBLIC,,,,8,W,8,W,PLANTATION,1321,26.08333,-80.3333,26.08333,-80.3333,Two large mahogany trees were blown down and a screened enclosure was damaged.,,
3/23/2006,BROWARD CO.,60,69.0468,CORAL SPGS,1509,0,0,0,0,EST,EG,1205100,C,11,MFL,0,0,NWS STORM SURVEY,,,,,,,,CORAL SPGS,1509,26.26667,-80.2167,26.26667,-80.2167,NWS survey indicated large tree limbs down on both sides of Atlantic Blvd and Coral Ridge Drive in Coral Springs.,,
3/23/2006,BROWARD CO.,60,69.0468,CORAL SPGS,1510,0,0,0,0,EST,EG,1205101,C,11,MFL,0,0,LAW ENFORCEMENT,,,,,,,,CORAL SPGS,1510,26.26667,-80.2167,26.26667,-80.2167,Coral Springs PD reported downed power lines at Sawgrass Expressway and Atlantic Boulevard.,,
4/9/2006,BROWARD CO.,60,69.0468,CORAL SPGS,1245,0,0,0,0,EST,EG,1207350,C,11,MFL,0,0,TRAINED SPOTTER,,,,1,N,1,N,CORAL SPGS,1245,26.28333,-80.2167,26.28333,-80.2167,Spotter reported trees down on Coral Ridge Drive in Parkland.,,
5/15/2006,BROWARD CO.,60,69.0468,(FLL)FT LAUDRDL INTL,1356,0,0,0,0,EST,MG,1209239,C,11,MFL,0,0,AWOS,ASOS,MESONET,ETC,,,,,,,(FLL)FT LAUDRDL INTL,########,1356,26.06667,-80.15,26.06667,Measured at Fort Lauderdale/Hollywood International Airport (KFLL) ASOS.
5/16/2006,BROWARD CO.,60,69.0468,POMPANO BEACH,232,0,0,0,0,EST,EG,1209249,C,11,MFL,0,0,GENERAL PUBLIC,,,,,,,,POMPANO BEACH,232,26.23333,-80.1167,26.23333,-80.1167,,,
6/23/2009,BROWARD CO.,60,69.0468,FT LAUDERDALE,1451,0,0,0,0,EST-5,MG,30886,C,11,MFL,0,0,Mesonet,,,,1,WSW,1,WSW,FT LAUDERDALE,1451,26.12,-80.15,26.12,-80.15,,A second mid/upper level trough moved down the Florida peninsula during the afternoon hours of June 23. This triggered a second round of severe and damaging thunderstorms over much of south Florida.,
6/12/2011,BROWARD CO.,60,69.0468,LAUDERDALE LAKES,1510,0,0,0,0,EST-5,EG,53408,C,11,MFL,0,0,Trained Spotter,,,,5,WNW,2,N,MIRAMAR,1510,26.17,-80.28,26.0299,-80.4007,A skywarn spotter reported that established trees were downed across Sunrise and Weston. Numerous pieces of foliage in varying sizes from small up to large palm fronds were found in the streets. Penny-sized hail and wind speeds estimated to be between 58 and 72 MPH were reported.,A surface trough over South Florida and an upper-level trough west of Florida combined to produce severe thunderstorms with large hail and strong winds over Broward County. Hail was as large as 2 inches in diameter and caused an inordinate amount of damage to vehicles in the southwest suburbs of Broward County. A few car dealerships in the area held hail sales after the event.,
6/14/2011,BROWARD CO.,60,69.0468,LAUDERDALE LAKES,2000,0,0,0,0,EST-5,MG,53411,C,11,MFL,0,0,Mesonet,,,,1,N,1,N,LAUDERDALE LAKES,2000,26.16,-80.2,26.16,-80.2,A trained spotter reported a wind gust of 60 KTS...or 69 mph. It was recorded by a mesonet station near NW 31st street and the Florida turnpike in Broward County.,"A surface frontal boundary north of the area along with the continuation of moist and unstable SW flow aloft led to a third consecutive day of severe storms over South Florida. Strong winds from the storms caused power outages to an estimated 7,700 residents of Broward and Palm Beach counties.",
6/7/2018,BROWARD CO.,60,69.0468,HOLLYWOOD N PERRY AR,1320,0,0,0,0,EST-5,MG,128492,C,11,MFL,0,0,ASOS,,,,1,W,1,W,HOLLYWOOD N PERRY AR,1320,26.0012,-80.2398,26.0012,-80.2398,North Perry Airport ASOS gusted to 69 mph/60 knots. Nearby mesonet observations reported gusts of 55 to 60 mph with a trained spotter also reporting pea sized hail in the vicinity.,"Abundant moisture, an upper level trough, and a lingering weak boundary across Central Florida lead to numerous afternoon and evening showers and thunderstorms across South Florida. Severe storms that developed across Broward County during the early afternoon hours produced small hail and damaging wind gusts.",
4/26/2020,BROWARD CO.,60,69.0468,HOLLYWOOD N PERRY AR,1420,0,0,0,0,EST-5,EG,146583,C,11,MFL,0,0,Trained Spotter,,,,4,W,4,W,HOLLYWOOD N PERRY AR,1420,25.9942,-80.2958,25.9942,-80.2958,A trained spotter reported trees down near the intersection of Hiatus Road and Pembroke Road.,"A decaying frontal boundary across South Florida became the focus for convective initiation. Strong thunderstorms developed over the Gulf of Mexico before pushing across the peninsula and then offshore into the Atlantic. These storms produced strong, damaging wind gusts and hail.",
6/3/2023,BROWARD CO.,60,69.0468,(FLL)FT LAUDRDL INTL,1219,0,0,0,0,EST-5,MG,182840,C,11,MFL,0,0,ASOS,,,,1,WNW,1,WNW,(FLL)FT LAUDRDL INTL,1219,26.0782,-80.1637,26.0782,-80.1637,A thunderstorm produced a wind gust of 69 mph at the ASOS site KFLL at Fort Lauderdale/Hollywood International Airport.,A deep flow of tropical moisture continued over South Florida associated with Tropical Storm Arlene over the NE Gulf of Mexico. This along with instability aided by a jet stream aloft led to the formation of strong and severe thunderstorms across SE Florida.,
6/13/2023,BROWARD CO.,60,69.0468,MIRAMAR,1605,0,0,10000,0,EST-5,MG,181806,C,11,MFL,0,0,Public,,,,6,NNE,8,NNE,MIRAMAR,1615,26.0909,-80.3774,26.11,-80.37,"A member of the public reported multiple trees down at Country Isles Park in Weston. Additionally, multiple trees were reported down near the intersection of Creekford Drive and Pine Branch in Weston. The time of events were estimated based on radar signature of the passing severe storm.","On the backside of an exiting frontal boundary, there was a round of showers and thunderstorms before the dry air entered the region. The primary area where the activity occurred was on the southeastern portion of Florida, especially Broward County.",
5/15/1987,COLLIER CO.,60,69.0468,,1500,0,0,0,0,CST,,,C,21,MIA,0,0,,,0,0,0,,0,,,1500,26.13,-81.8,,,,,
4/17/1999,COLLIER CO.,60,69.0468,NAPLES,1140,0,3,25000,0,EST,,1503470,C,21,MFL,0,0,EMERGENCY MANAGER,,,,,,,,NAPLES,1140,26.13,-81.8,26.13,-81.8,,"A severe thunderstorm produced 60 mph wind gusts as it moved east northeastward through Naples. Three construction workers in north Naples were injured when the roof they were working on collapsed. Minor roof damage occurred to a Best Western Motel just east of Kensington, and a screened enclosure in Golden Gate was damaged.",
4/28/1999,COLLIER CO.,60,69.0468,NAPLES,1130,0,0,0,0,EST,,1502584,C,21,MFL,0,0,TRAINED SPOTTER,,,,45,E,45,E,NAPLES,1130,26.13,-81.07,26.13,-81.07,,Spotter estimated wind gusts near 60 mph.,
2/2/1998,GLADES CO.,60,69.0468,LAKEPORT,2130,0,0,0,0,EST,,2073404,C,43,MFL,0,0,,,,,,,,,LAKEPORT,2200,26.97,-81.13,26.97,-81.13,One home lost porch roof and half of residences roof. Numerous trees and power lines down over much of eastern Glades county.,,
9/13/2002,GLADES CO.,60,69.0468,ORTONA,1815,0,0,0,0,EST,E,1143293,C,43,MFL,0,0,EMERGENCY MANAGER,,,,10,W,10,W,ORTONA,1815,26.81667,-81.4833,26.78333,-81.3167,Trees and power lines were blown down.,,
2/2/1998,HENDRY CO.,60,69.0468,CLEWISTON,2130,0,0,0,0,EST,,2073404,C,51,MFL,0,0,,,,,,,,,CLEWISTON,2200,26.75,-80.93,26.75,-80.93,Metal utility building was blown off its foundation. Numerous trees and power lines down.,,
4/30/1964,MIAMI-DADE CO.,60,69.0468,,1200,0,0,0,0,CST,,,C,86,,0,0,,,0,0,0,,0,,,1200,25.78,-80.18,,,,,
7/17/1965,MIAMI-DADE CO.,60,69.0468,,1336,0,0,0,0,CST,,,C,86,,0,0,,,0,0,0,,0,,,1336,25.78,-80.28,,,,,
10/17/1969,MIAMI-DADE CO.,60,69.0468,,1925,0,0,0,0,CST,,,C,86,,0,0,,,0,0,0,,0,,,1925,25.78,-80.4,,,,,
